ObjectNum,Name,Type,Constellation,Magnitude,Info,RAHour,RAMinute,DecSign,DecDeg,DecMinute
   1670,MCG 0-13-16,Galaxy,Ori,14,"vF, vS",4,49.9,-,2,44
   1671,,,Ori,,"pF, pS, R",4,50.3,-,0,46
   1672,ESO 118-43,Galaxy,Dor,11,"Size: 4.8  B, L, smbMN",4,45.7,-,59,15
   1673,ESO 55-SC34,Open Cluster,Men,,"vF, S, att to *10",4,42.4,-,69,51
   1674,,,Tau,,1st of 2 F neb in same field,4,52.4,+,23,54
   1675,,,Tau,,2nd of 2 F neb in same field,4,52.4,+,23,54
   1676,ESO 55-SC36,Open Cluster,Dor,,"vF, pL, iR, r",4,43.7,-,68,50
   1677,IC 2099,Galaxy,Eri,15,"pF, pL, lE",4,50.8,-,4,52
   1678,MCG 0-13-19,Galaxy,Ori,14,"vF, S",4,51.7,-,2,38
   1679,ESO 422-1,Galaxy,Cae,,"Size: 3.2  vB, L, iR, 4 st inv",4,50,-,31,59
   1680,ESO 203-4,Galaxy,Pic,,"Size: 1.3  vF, S, R, r or st inv",4,48.6,-,47,49
   1681,MCG 1-13-26,Galaxy,Eri,13,"vF, S, R, vlbM",4,51.7,-,5,49
   1682,MCG 1-13-28,Galaxy,Ori,14,"vF, vS, 1684 f 12s +/- , *9 s 4'.5",4,52.3,-,3,6
   1683,NPM1G -03.0218,Galaxy,Ori,,"vF, R",4,52.3,-,3,1
   1684,MCG 1-13-31,Galaxy,Ori,13,"pF, pS, R, bM, *9,  225deg +/-",4,52.5,-,3,6
   1685,MCG 1-13-32,Galaxy,Ori,14,F,4,52.6,-,2,57
   1686,MCG 3-13-19,Galaxy,Eri,14,"eF, vS, mE 30deg",4,52.8,-,15,22
   1687,ESO 361-13,Galaxy,Cae,,"vF, S, R, vglbM",4,51.3,-,33,56
   1688,ESO 119-6,Galaxy,Dor,12,"Size: 2.4  pB, pL, iR, pgmbM",4,48.4,-,59,48
   1689,NGC 1667,,Eri,,"pB, pS, lE; = 1667?",4,53.6,-,6,20
   1690,UGC 3198,Galaxy,Ori,14,"Size: 1.3  vF, vS, am vS st, L* sp",4,54.3,+,1,38
   1691,UGC 3201,Galaxy,Ori,13,"F, S, *11 inv",4,54.6,+,3,15
   1692,ESO 552-21,Galaxy,Lep,,"Size: 1.3  eF, vS, R",4,55.4,-,20,34
   1693,ESO 56-SC2,Open Cluster,Dor,,"F, S, R",4,47.5,-,69,21
   1694,MCG 1-13-35A,Galaxy,Eri,15,"vF, vS, R, sbM",4,55.2,-,4,39
   1695,ESO 56-SC3,Open Cluster,Dor,,"F, S, R",4,47.6,-,69,24
   1696,ESO 56-SC4,Open Cluster,Dor,,"vF, E, vlbM",4,48,-,68,16
   1697,ESO 56-SC5,Open Cluster,Dor,,"glob. cl. , pB, L, R, rr",4,48.6,-,68,32
   1698,ESO 56-SC6,Nebula,Dor,,"pB, pS, R, glbM",4,49.4,-,69,10
   1699,MCG 1-13-39,Galaxy,Eri,15,"Size: 1.1  eeF, pS, R, bet 2 st, n of 17",4,57,-,4,45
   1700,MCG 1-13-38,Galaxy,Eri,11,"Size: 2.9  cB, S, mbM*",4,56.9,-,4,52
   1701,ESO 422-11,Galaxy,Cae,14,"F, S, vlE, glbM, *10 75"" sf",4,55.8,-,29,53
   1702,ESO 56-SC8,Open Cluster,Men,,"Cl, vF, S",4,49.3,-,69,51
   1703,ESO 119-19,Galaxy,Dor,,"Size: 3.2  F, L, R, vglbM, **  att",4,52.8,-,59,45
   1704,ESO 56-SC9,Open Cluster,Dor,,"F, pS, lE, r",4,49.7,-,69,45
   1705,ESO 158-13,Galaxy,Pic,12.3,"Size: 1.8  pF, S, R, pmbM",4,54.2,-,53,22
   1706,ESO 85-7,Galaxy,Dor,,"Size: 1.4  F, pS, R, vglbM",4,52.5,-,62,59
   1707,IC 2107,,Ori,,"S, R, rrr; = IC 2107",4,58.9,+,8,14
   1708,,,Cam,,"Cl, vL, pRi, lC, st L & S",5,2.6,+,52,53
   1709,MCG 0-13-54,Galaxy,Ori,15,"vF, vS, np 1713",4,58.8,-,0,29
   1710,IC 2108,Galaxy,Lep,14,"vF, vS, R, bMN, *13 inv",4,57.3,-,15,18
   1711,ESO 56-SC10,Open Cluster,Men,10,"glob. cl. , B, S, iR, rrr, st 14",4,50.5,-,70,0
   1712,ESO 56-SC11,Cluster Nebulosity,Dor,,"Cl, pB, S",4,51.3,-,69,28
   1713,UGC 3222,Galaxy,Ori,14,"F, S, R, bM",4,58.9,-,0,30
   1714,ESO 85-EN8,Nebula,Dor,,"vB, S, E or biN, bM, sp of 2",4,52.1,-,66,56
   1715,ESO 85-EN9,Nebula,Dor,,"vF, S, R, sbM, 2 st nr, nf of 2",4,52.1,-,66,55
   1716,ESO 552-34,Galaxy,Lep,14,"pF, pL, R, glbM",4,58.4,-,20,24
   1717,,Star,Ori,,np 1719 (F*?),4,59.2,-,0,15
   1718,ESO 85-SC10,Open Cluster,Dor,,"F, pS, R, vglbM",4,52.2,-,67,4
   1719,UGC 3226,Galaxy,Ori,14,"pF, S, iR, pslbM",4,59.6,-,0,16
   1720,MCG 1-13-41,Galaxy,Eri,13,"Size: 1.8  pF, pL, lbM, 1726 nr",4,59.3,-,7,52
   1721,MCG 2-13-27,Galaxy,Eri,13,"vF, vS, R",4,59.2,-,11,8
   1722,ESO 56-SC12,Cluster Nebulosity,Dor,,"Cl, pF, S, R, 2nd of 3",4,52.2,-,69,24
   1723,MCG 2-13-29,Galaxy,Eri,12,"Size: 3.7  F, bet 2 st 9-10 n & s, 3rd *",4,59.4,-,10,59
   1724,OCL 405,Open Cluster,Aur,10,"Cl, vS, st + neb?",5,3.5,+,49,30
   1725,MCG 2-13-28,Galaxy,Eri,13,"eF, vS, R",4,59.3,-,11,8
   1726,MCG 1-13-42,Galaxy,Eri,12.1,"Size: 1.4  F, R, *13, s",4,59.7,-,7,45
   1727,ESO 56-SC14,Cluster Nebulosity,Dor,,"Cl, pB, pS, pmE, st 12",4,52.2,-,69,21
   1728,MCG 2-13-30,Galaxy,Eri,13,"vF, vS, R",4,59.4,-,11,8
   1729,MCG 1-13-43,Galaxy,Ori,13,"vF, pL, 2 B st vnr",5,0.1,-,3,21
   1730,IC 2113,Galaxy,Lep,13,"Size: 3.0  F, pS, lE, bet 2 F st",4,59.6,-,15,50
   1731,ESO 85-SC12,Cluster Nebulosity,Dor,,"Cl, pL, lRi, lC, st 10...15",4,53.4,-,66,56
   1732,ESO 56-SC17,Open Cluster,Dor,,"S, R, close **  in M",4,52.9,-,68,40
   1733,ESO 85-SC13,Open Cluster,Dor,,"eF, pS, R, gbM",4,53.9,-,66,41
   1734,ESO 56-SC18,Open Cluster,Dor,,"pB, L, R, gmbM",4,53.3,-,68,47
   1735,ESO 85-SC15,Cluster Nebulosity,Dor,,"pF, pS, R, 2 st att",4,53.9,-,67,7
   1736,ESO 56-EN16,Nebula,Dor,,"B, R, r",4,53.1,-,68,4
   1737,ESO 56-EN20,Cluster Nebulosity,Dor,,"vF, S, 1st of 4",4,54.3,-,69,12
   1738,ESO 552-49,Galaxy,Lep,13,"vF, S, E 45deg",5,1.7,-,18,11
   1739,ESO 552-50,Galaxy,Lep,14,"eF, vS, lE, in field with 1738",5,1.7,-,18,12
   1740,MCG 1-13-46,Galaxy,Ori,15,"eF, vS, *12 sp",5,1.9,-,3,18
   1741,,Galaxy,Eri,13.4,"Size: 1.7  vF, vS, vS excent pt inv; = I",5,1.6,-,4,16
   1742,,Star,Ori,,"vF, vS, 3s .6 f 1740",5,1.7,-,3,18
   1743,Dunlop 114,Cluster Nebulosity,Dor,,"B, pL, R, gbM, r, 2nd of 4",4,54,-,69,12
   1744,ESO 486-5,Galaxy,Lep,11.2,"Size: 6.8  F, vL, vmE, vgvlbM",5,0,-,26,1
   1745,ESO 56-SC22,Cluster Nebulosity,Dor,,"F, S, 3rd of 4",4,54.3,-,69,12
   1746,OCL 452,Open Cluster,Tau,6,"Size: 42.  Cl, P",5,3.6,+,23,49
   1747,ESO 85-SC16,Cluster Nebulosity,Dor,,"Cl, pS, lRi, st vS",4,54.9,-,67,11
   1748,IC 2114,Cluster Nebulosity,Dor,,"pB, vS, R, 4th of 4",4,54.4,-,69,12
   1749,ESO 56-SC26,Open Cluster,Dor,,"vF, R, p of 2",4,54.6,-,68,12
   1750,,Open Cluster,Tau,,"Cl, st L, vc sc",5,3.9,+,23,39
   1751,ESO 56-SC23,Globular Cluster,Men,,"eF, pL, iR",4,54.2,-,69,49
   1752,MCG 1-13-47,Galaxy,Eri,13,"Size: 2.6  F, pL, pmE, 2 or 3 st 11 nf",5,2.1,-,8,14
   1753,MCG 1-13-48,Galaxy,Ori,15,"eeF, pS, R, sf 1740",5,2.4,-,3,21
   1754,ESO 56-SC25,Globular Cluster,Men,,"F, S, R, *13 att, 135deg",4,54.4,-,70,27
   1755,ESO 56-SC28,Open Cluster,Dor,9.9,"Size: 2.  vB, pL, R, gbM, f of 2",4,55,-,68,11
   1756,ESO 56-SC27,Open Cluster,Dor,,"vF, S, R",4,54.6,-,69,15
   1757,,,Eri,,vL dif neb in zigzags??,5,2.6,-,4,44
   1758,OCL 453,Open Cluster,Tau,,"Cl, pC, st L and S",5,4.4,+,23,46
   1759,ESO 305-1,Galaxy,Cae,,"vF, pL, vglbM",5,0.8,-,38,43
   1760,ESO 85-EN19,Cluster Nebulosity,Dor,,"vF, S, 3 vS st inv",4,56.5,-,66,32
   1761,ESO 85-SC18,Cluster Nebulosity,Dor,,"Cl, L, mC, **  9m",4,56.4,-,66,30
   1762,UGC 3238,Galaxy,Ori,13,"vF, vS",5,3.6,+,1,34
   1763,IC 2115,Nebula,Dor,,"Size: 25.  vB, vL, vimE",4,56.8,-,66,24
   1764,ESO 56-SC30,Open Cluster,Dor,,"vF, S, R",4,56.2,-,67,41
   1765,ESO 119-24,Galaxy,Dor,,"cF, S, R, glbM",4,58.4,-,62,2
   1766,ESO 56-SC29,Open Cluster,Men,,"cF, S, gbM",4,55.8,-,70,14
   1767,ESO 56-SC31,Cluster Nebulosity,Dor,,no descr (in LMC),4,56.3,-,69,24
   1768,ESO 56-SC32,Open Cluster,Dor,,"F, S, R, gbM",4,56.7,-,68,15
   1769,ESO 85-EN23,Cluster Nebulosity,Dor,,"B, L, iR, vsmbM ** 10",4,57.7,-,66,28
   1770,IC 2117,Cluster Nebulosity,Dor,9,"Cl + neb, pL, pRi, st 11...18",4,57,-,68,25
   1771,ESO 85-27,Galaxy,Dor,,"vF, mE, glbM, *7-8 np",4,58.9,-,63,18
   1772,ESO 56-SC33,Cluster Nebulosity,Dor,,"pB, pS, iR, rr",4,56.7,-,69,34
   1773,ESO 85-EN25,Cluster Nebulosity,Dor,,"pF, pL, iR, 2 or 3 B st nr",4,58.3,-,66,21
   1774,ESO 85-SC26,Open Cluster,Dor,10,"B, S, R, smbM, **  + neb",4,57.8,-,67,15
   1775,ESO 56-SC34,Open Cluster,Men,,"eF, pL, iR",4,56.8,-,70,26
   1776,ESO 85-SC28,Open Cluster,Dor,,"vF, S, R, gbM",4,58.4,-,66,26
   1777,ESO 33-SC1,Open Cluster,Men,,"eF, E, ** 9 att, f",4,55.8,-,74,17
   1778,OCL 429,Open Cluster,Aur,7.7,"Size: 7.  Cl, pC, lRi, iF, st L",5,8.1,+,37,3
   1779,MCG 2-13-41,Galaxy,Eri,13,"Size: 2.6  pB, S, R, gpmbM",5,5.3,-,9,9
   1780,ESO 553-1,Galaxy,Lep,15,"eF, eS, gbM",5,6.4,-,19,29
   1781,NGC 1794,,Lep,,"eF, vS, stellar; = 1794",5,7.9,-,18,10
   1782,ESO 56-SC36,Cluster Nebulosity,Dor,,"glob. cl. , pB, S, R, pmbM, rr",4,57.6,-,69,23
   1783,ESO 85-SC29,Globular Cluster,Dor,11,"cB, L, R, vgpmbM, r",4,58.9,-,66,0
   1784,MCG 2-13-42,Galaxy,Lep,11.8,"Size: 4.2  pB, pL, vlE, vgbM, am st",5,5.4,-,11,52
   1785,ESO 56-**38,,Dor,,"no descr, in LMC",4,58.6,-,68,52
   1786,ESO 56-SC39,Globular Cluster,Dor,10.1,"Size: 1.2  vB, pS, lE, vsvmbM *9",4,59.1,-,67,45
   1787,ESO 85-SC31,Open Cluster,Dor,,"Cl, vL, pRi",4,59.1,-,65,44
   1788,LBN 916,Nebula,Ori,,"Size: 8.  B, cL, R, bM *** ; *10 inv in ",5,6.9,-,3,21
   1789,ESO 56-SC37,Open Cluster,Men,,"vF, pS, R, vglbM",4,57.8,-,71,54
   1790,,,Aur,,"Cl, group of 8 or 9 st 10",5,11.3,+,52,4
   1791,ESO 56-SC41,Nebula,Men,,"eF, S, R",4,59,-,70,10
   1792,ESO 305-6,Galaxy,Col,10.2,"Size: 4.0  vB, vL, mE 314deg , glbM, rr",5,5.2,-,37,59
   1793,ESO 56-SC43,Open Cluster,Dor,,"F, S, R, glbM",4,59.4,-,69,33
   1794,NGC 1781,Galaxy,Lep,14,"vF, eS, gbM",5,7.9,-,18,10
   1795,ESO 56-SC44,Globular Cluster,Dor,,"F, pL, lE",4,59.5,-,69,48
   1796,ESO 119-30,Galaxy,Dor,13,"Size: 2.0  pF, pS, pmE, vglbM",5,2.7,-,61,8
   1797,MCG 1-14-2,Galaxy,Eri,15,"eeF, S, R, vF* np",5,7.7,-,8,2
   1798,OCL 410,,Aur,,"S, Cl or Cl + neb",5,11.6,+,47,40
   1799,MCG 1-14-1,Galaxy,Eri,15,"vF, vS, vlE",5,7.7,-,7,58
   1800,ESO 422-30,Galaxy,Col,12.6,"Size: 1.6  pB, pmE, gpmbM, *13 f",5,6.4,-,31,57
   1801,ESO 56-SC45,Open Cluster,Dor,,"F, pL, R, vglbM, p of 2",5,0.5,-,69,38
   1802,,,Tau,,"Cl, st c sc",5,10.2,+,24,6
   1803,ESO 203-18,Galaxy,Pic,,"Size: 1.1  F, S, R, vglbM, *11 sf; neb?",5,5.4,-,49,34
   1804,ESO 56-SC46,Open Cluster,Dor,,"F, S, R, bM",5,0.9,-,69,5
   1805,ESO 85-SC32,Open Cluster,Dor,10,"B, vS, vsmbM, st + neb",5,2.2,-,66,6
   1806,ESO 56-SC47,Globular Cluster,Dor,11,"pB, L, gbM",5,1.9,-,67,59
   1807,OCL 462,Open Cluster,Tau,7,"Size: 17.  Cl, pRi, st L & S",5,10.7,+,16,32
   1808,ESO 305-8,Galaxy,Col,9.9,"Size: 7.2  B, L, E, psbM",5,7.7,-,37,31
   1809,ESO 56-48,Galaxy,Dor,,"pF, S, R, gbM, 2nd of 2",5,2,-,69,34
   1810,ESO 85-SC35,Open Cluster,Dor,,"cF, S, R, lbM, glob. cl.  f",5,3.1,-,66,22
   1811,ESO 422-37,Galaxy,Col,15,"cF, S, lE, p of 2",5,8.7,-,29,17
   1812,ESO 422-39,Galaxy,Col,14,"F, S, R, glbM, f of 2",5,8.9,-,29,16
   1813,ESO 56-SC50,Open Cluster,Men,,"vF, S, R, r",5,2.6,-,70,19
   1814,ESO 85-SC36,Cluster Nebulosity,Dor,9,"vF, R, s of 2 in Cl",5,3.8,-,67,17
   1815,ESO 56-SC49,Open Cluster,Men,,"F, vS, R, vlbM, am st",5,2.3,-,70,37
   1816,ESO 85-SC37,Cluster Nebulosity,Dor,9,"vF, R, 2nd neb in Cl",5,3.8,-,67,17
   1817,OCL 463,Open Cluster,Tau,7.7,"Size: 16.  Cl, L, Ri, lC, st 11...14",5,12.1,+,16,42
   1818,ESO 85-SC40,Open Cluster,Dor,9.8,"Size: 3.  glob. cl. , vB, pL, R, vmC, rr",5,4.2,-,66,24
   1819,UGC 3265,Galaxy,Ori,13,"vF, S, R",5,11.7,+,5,12
   1820,ESO 85-SC39,Open Cluster,Dor,9,"Cl, pL, Ri, C, iF",5,3.8,-,67,17
   1821,MCG 3-14-7,Galaxy,Lep,14,"vF, vS, lE",5,11.7,-,15,7
   1822,ESO 85-SC42,Open Cluster,Dor,,"vF, S, p of 2",5,5,-,66,12
   1823,ESO 56-SC51,Open Cluster,Men,,"Cl, pF, L, iF, st 12...15",5,3.5,-,70,21
   1824,ESO 119-36,Galaxy,Dor,,"vF, pL, vmE 162deg",5,6.9,-,59,43
   1825,ESO 56-SC53,Open Cluster,Dor,,"no descr, in LMC",5,4.1,-,68,55
   1826,ESO 85-SC43,Open Cluster,Dor,,"vF, S, f of 2",5,5.4,-,66,13
   1827,ESO 362-6,Galaxy,Col,,"Size: 3.4  vF, vmE, long ray, *11 inv",5,10.1,-,36,58
   1828,ESO 56-SC54,Open Cluster,Dor,,"F, S, R, 1st of 3",5,4.1,-,69,23
   1829,ESO 56-SC57,Cluster Nebulosity,Dor,8,"F, pL, R, r",5,4.7,-,68,3
   1830,ESO 56-SC56,Open Cluster,Dor,,"F, pS, R, 2nd of 3",5,4.5,-,69,20
   1831,ESO 85-SC44,Open Cluster,Dor,11,"B, L, R, glbM, r",5,6.1,-,64,55
   1832,MCG 3-14-10,Galaxy,Lep,11.4,"Size: 2.8  pB, iR, mbM, c* nf 1'",5,12.1,-,15,41
   1833,ESO 56-SC55,Cluster Nebulosity,Men,,"vF, pL, 1st of sev",5,4.3,-,70,43
   1834,ESO 56-SC60,Triple Star,Dor,,"plan? B, eS, lE",5,5.3,-,69,13
   1835,ESO 56-SC58,Globular Cluster,Dor,9.8,"Size: 1.2  cB, S, R, gmbM, 3rd of 3",5,5.2,-,69,24
   1836,ESO 56-SC61,Open Cluster,Dor,,"st + neb, 1st of sev",5,5.3,-,68,37
   1837,ESO 56-SC59,Cluster Nebulosity,Men,,"Cl, L, Ri, st sc",5,4.7,-,70,42
   1838,ESO 56-SC64,Open Cluster,Dor,,"Cl, L, vlC",5,5.9,-,68,27
   1839,ESO 56-SC63,Cluster Nebulosity,Dor,,"st + neb, pB, iF, 2nd of sev",5,5.9,-,68,37
   1840,ESO 56-SC62,Open Cluster,Men,,"F, R, bM, r",5,6.4,-,71,49
   1841,ESO 004-SC15,Globular Cluster,Men,12,"pF, L, iR, vsbM, r",4,45,-,84,0
   1842,ESO 85-SC46,Open Cluster,Dor,,"vvF, R, p of 2",5,7.1,-,67,16
   1843,MCG 2-14-8,Galaxy,Ori,,"Size: 1.8  F, S, R, lbM",5,14.1,-,10,38
   1844,ESO 85-SC48,Open Cluster,Dor,,"pF, pL, R, gbM, f of 2",5,7.2,-,67,19
   1845,ESO 56-SC65,Open Cluster,Men,,"Cl, vlCM, st 9, 11...16",5,6.3,-,70,28
   1846,ESO 56-SC67,Globular Cluster,Dor,11,"pB, cL, R, vglbM, r",5,7.6,-,67,28
   1847,ESO 56-SC66,Open Cluster,Dor,,"B, S, lE, **  in M",5,6.9,-,68,59
   1848,ESO 56-SC68,Cluster Nebulosity,Men,,"Cl, vlC, st 9...",5,7.3,-,71,11
   1849,ESO 85-SC49,Open Cluster,Dor,,"vF, S, lE, glbM",5,9.2,-,66,18
   1850,ESO 56-SC70,Open Cluster,Dor,9.3,"Size: 3.  glob. cl. ! vB, L, lE, vmCM, r",5,8.5,-,68,46
   1851,Dunlop 508,Globular Cluster,Col,7.3,"Size: 11.0  glob. cl. ! vB, vL, R, vsvvb",5,14.1,-,40,3
   1852,ESO 56-SC71,Cluster Nebulosity,Dor,,"F, pL, R, vglbM",5,9,-,67,47
   1853,ESO 158-22,Galaxy,Dor,,"Size: 2.0  F, S, mE 45deg , vgvlbM, *11 ",5,12.3,-,57,24
   1854,NGC 1855,Open Cluster,Dor,10,"glob. cl. , cB, S, R, gbM, 2nd of 3",5,9.1,-,68,51
   1855,NGC 1854,,Dor,,"Cl, vB, L, R, st 12; = 1854?",5,9.4,-,68,51
   1856,ESO 56-SC73,Open Cluster,Dor,10,"B, pL, R, gbM, 12s  diam RA",5,9.4,-,69,8
   1857,OCL 428,Open Cluster,Aur,7,"Size: 6.  Cl, pRi, pC, st 7...",5,20.2,+,39,21
   1858,ESO 56-SC74,Cluster Nebulosity,Dor,,"B, L, iE, biN, Cl + neb",5,9.7,-,68,54
   1859,ESO 85-SC50,Open Cluster,Dor,,"F, S, R, vgbM, *7 nf 6'",5,11.4,-,65,13
   1860,ESO 56-SC75,Open Cluster,Dor,,"F, pL, R, vgbM",5,10.4,-,68,46
   1861,ESO 56-SC76,Open Cluster,Men,,"eF, pL, R, gvlbM",5,10.1,-,70,46
   1862,ESO 85-SC51,Open Cluster,Dor,,"pF, L, iR, vgbM, r",5,12.2,-,66,8
   1863,ESO 56-SC77,Open Cluster,Dor,,"vB, vS, R, r or stellar",5,11.4,-,68,47
   1864,ESO 56-SC79,Open Cluster,Dor,,"F, pS, iR, bM, r or stellar",5,12.5,-,67,38
   1865,ESO 56-SC78,Open Cluster,Dor,,"vF, pL, R, vglbM",5,12.2,-,68,47
   1866,ESO 85-SC52,Open Cluster,Dor,9.8,"Size: 5.  vB, L, R, vgmbM, r",5,13.5,-,65,28
   1867,ESO 85-SC53,Open Cluster,Dor,,"eF, pL, R",5,13.5,-,66,17
   1868,ESO 85-SC56,Globular Cluster,Dor,,"pB, pL, R, vglbM",5,14.5,-,63,57
   1869,ESO 85-SC55,Cluster Nebulosity,Dor,,"Cl, L, pRi, st sc",5,13.8,-,67,23
   1870,ESO 56-SC81,Open Cluster,Dor,,"B, S, R, glbM",5,13,-,69,8
   1871,ESO 56-SC85,Cluster Nebulosity,Dor,,"Cl, lRi, 2nd of sev",5,13.7,-,67,28
   1872,ESO 56-SC83,Cluster Nebulosity,Dor,,"pB, R, gbM, 1st of group",5,13,-,69,20
   1873,ESO 85-SC54,Cluster Nebulosity,Dor,,"Cl, 3rd of sev",5,13.7,-,67,20
   1874,ESO 56-EN84,Cluster Nebulosity,Dor,,"neb and Cl, biN",5,13.2,-,69,23
   1875,MCG 1-14-31,Galaxy,Ori,15,"eF, S, R",5,21.8,+,6,41
   1876,,Cluster Nebulosity,Dor,,"pB, iR, biN, 2nd in group",5,13.2,-,69,23
   1877,,Cluster Nebulosity,Dor,,"vF, 3rd of group in Cl",5,13.2,-,69,23
   1878,ESO 56-SC80,Open Cluster,Men,,"vF, lE, gvlbM, R",5,12.6,-,70,28
   1879,ESO 423-6,Galaxy,Col,13,"Size: 2.2  vF, L, R, vgvlbM, *12 p",5,19.8,-,32,9
   1880,ESO 56-EN82,Cluster Nebulosity,Dor,,4th of group in Cl,5,13.6,-,69,23
   1881,ESO 56-SC86,Cluster Nebulosity,Dor,,"vF, **  p",5,13.2,-,69,21
   1882,NGC 1884,Open Cluster,Dor,,"pF, R, vgvlbM, r",5,15.2,-,66,7
   1883,OCL 417,Open Cluster,Aur,12,"Size: 3.  Cl, vF, pRi, pC, iF",5,25.9,+,46,33
   1884,NGC 1882,,Dor,,"eF, pL",5,15.9,-,66,10
   1885,ESO 56-SC88,Open Cluster,Dor,,"pB, vS, R, bM",5,15,-,68,58
   1886,ESO 487-2,Galaxy,Lep,,"Size: 2.6  vF, pL, E 240deg , *9 p 11s ,",5,21.8,-,23,49
   1887,ESO 85-SC59,Open Cluster,Dor,,"vF, vS, R, * p 25""",5,15.8,-,66,18
   1888,MCG 2-14-13,Galaxy,Lep,12,"Size: 3.0  pB, pL, R, r",5,22.5,-,11,30
   1889,MCG 2-14-14,Galaxy,Lep,14,Size: 0.8  makes a close Dneb with 1888,5,22.5,-,11,29
   1890,ESO 56-SC87,Open Cluster,Men,,"vF, S, R, glbM",5,13.9,-,72,4
   1891,ESO 362-?20,,Col,,"Cl, L, sc, **  taken",5,21.3,-,35,44
   1892,ESO 85-61,Galaxy,Dor,,"cF, pL, E 90deg +/- , vglbM",5,17.1,-,64,57
   1893,IC 410,Open Cluster,Aur,7.5,"Size: 11.  Cl, L, Ri, lC",5,22.7,+,33,24
   1894,ESO 56-SC89,Open Cluster,Dor,,"F, pL, R, sbM, r, st inv",5,15.7,-,69,27
   1895,ESO 85-EN62,Nebula,Dor,,"pF, pL, R, gvlbM",5,16.9,-,67,19
   1896,,,Tau,,"Cl, vL, Ri, vlC, st 9...12",5,25.4,+,20,10
   1897,ESO 56-SC92,Open Cluster,Dor,,"eF, S, R",5,17.4,-,67,26
   1898,ESO 56-SC90,Globular Cluster,Dor,11,"F, pS, R",5,16.7,-,69,36
   1899,ESO 56-EN94,Nebula,Dor,,"F, pS, R, vglbM, 3 st 10 p",5,17.8,-,67,53
   1900,ESO 85-SC68,Open Cluster,Dor,,"F, pL, lE, vgvlbM, *7 np",5,19,-,63,2
   1901,ESO 56-SC91,Open Cluster,Dor,,"Cl, bM, lRi, st 7...",5,17.8,-,68,26
   1902,ESO 85-SC66,Open Cluster,Dor,,"glob. cl. , pB, pL, R, pmbM, rr",5,18.1,-,66,37
   1903,ESO 56-SC93,Open Cluster,Dor,12,"vB, S, R, gmbM",5,17.2,-,69,18
   1904,M 79,Globular Cluster,Lep,8,"Size: 8.7  glob. cl. , pL, eRi, eC, rrr;",5,24.5,-,24,33
   1905,ESO 85-SC67,Open Cluster,Dor,,"F, S, R, r",5,18.2,-,67,15
   1906,MCG 3-14-15,,Lep,,"eF, pS, E 0deg , glbM",5,24.8,-,15,58
   1907,OCL 434,Open Cluster,Aur,8.2,"Size: 7.  Cl, pRi, pC, R, st 9...12",5,28,+,35,19
   1908,,,Ori,,v diffused neb susp,5,26,-,2,32
   1909,IC 2118,,Ori,,"eL, strongly susp (2deg  in decl)",5,25.9,-,8,8
   1910,ESO 56-SC99,Open Cluster,Dor,,"Size: 1.  Cl, L, pRi, iR, st 11...16",5,18.1,-,69,13
   1911,NGC 1915,,Dor,,"F, R, gbM, am st",5,19.2,-,66,46
   1912,M 38,Open Cluster,Aur,6.4,"Size: 21.  Cl, B, vL, vRi, iF, st L & S;",5,28.7,+,35,50
   1913,ESO 56-SC97,Open Cluster,Dor,,"no descr, in LMC",5,18.4,-,69,33
   1914,ESO 56-SC95,Cluster Nebulosity,Men,,"F, L, iE",5,17.6,-,71,14
   1915,NGC 1911,,Dor,,"eF, pL",5,19.6,-,66,48
   1916,ESO 56-SC98,Open Cluster,Dor,,"B, S, R, vgvmbM, r",5,17.5,-,69,22
   1917,ESO 56-SC100,Globular Cluster,Dor,,"vF, L, R, vglbM",5,19,-,69,0
   1918,ESO 56-SNR101,Cluster Nebulosity,Dor,,"no descr, in LMC",5,19.1,-,69,39
   1919,ESO 85-SC73,Cluster Nebulosity,Dor,,"Cl, eF, L, iR, mC, rr",5,20,-,66,55
   1920,ESO 85-EN74,Nebula,Dor,,"pB, pL, R, vgbM",5,20.6,-,66,48
   1921,ESO 56-SC102,Nebula,Dor,,"vF, pS, lE, r",5,19.3,-,69,48
   1922,ESO 56-SC103,Open Cluster,Dor,,"no descr, in LMC",5,19.7,-,69,29
   1923,ESO 85-SC75,Cluster Nebulosity,Dor,,"vF, pS, R",5,21,-,65,30
   1924,MCG 1-14-11,Galaxy,Ori,13,"vF, pL, iR, st nr",5,27.9,-,5,19
   1925,ESO 85-SC76,Cluster Nebulosity,Dor,,"Cl, vlRi, lC, st 10",5,21.8,-,65,48
   1926,ESO 56-SC105,Open Cluster,Dor,,"pB, pL, iR, r, in dif n",5,20.5,-,69,30
   1927,,,Ori,,diffused nebulosity,5,28.7,-,8,23
   1928,ESO 56-SC106,Open Cluster,Dor,,"pF, pL, R, gbM",5,20.8,-,69,29
   1929,ESO 56-EN107,Cluster Nebulosity,Dor,,"F, p of group",5,21.6,-,67,56
   1930,ESO 253-4,Galaxy,Pic,,"pF, S, R, bM, 4 B st p",5,25.9,-,46,44
   1931,OCL 441,Cluster Nebulosity,Aur,11.3,"Size: 3.  vB, L, R, B***  in M",5,31.4,+,34,15
   1932,,Open Cluster,Dor,,"pB, S, R, smbM, D with 1933, pos 260deg ",5,22.4,-,66,9
